Date,Speed ,Direction ,Energy 
2/5/2019 13:00,"8,08",65,"6.545,34"
2/5/2019 14:00,"7,04",52,"5.550,94"
2/5/2019 15:00,"8,40",42,"6.390,89"
2/5/2019 16:00,"7,43",47,"5.799,56"
2/5/2019 17:00,"7,92",44,"7.048,90"
2/5/2019 18:00,"7,03",52,"6.031,24"
2/5/2019 19:00,"7,34",53,"5.873,69"
2/5/2019 20:00,"7,86",50,"5.218,72"
2/5/2019 21:00,"6,92",65,"5.934,75"
2/5/2019 22:00,"5,92",66,"4.572,49"
2/5/2019 23:00,"5,50",69,"2.079,92"
3/5/2019 0:00,"5,07",68,"1.863,91"
3/5/2019 1:00,"4,69",66,"1.607,85"
3/5/2019 2:00,"5,16",61,"2.334,14"
3/5/2019 3:00,"3,79",70,"1.164,83"
3/5/2019 4:00,"5,84",45,"2.374,49"
3/5/2019 5:00,"4,49",67,"3.000,10"
3/5/2019 6:00,"3,66",65,"1.441,84"
3/5/2019 7:00,"4,18",55,"1.476,50"
3/5/2019 8:00,"5,29",54,"2.293,09"
3/5/2019 9:00,"5,60",58,"2.780,29"
3/5/2019 10:00,"5,48",64,"2.028,55"
3/5/2019 11:00,"5,50",49,"2.217,01"
3/5/2019 12:00,"5,64",52,"2.152,07"
3/5/2019 13:00,"5,64",48,"2.062,03"
3/5/2019 14:00,"5,26",42,"1.434,26"
3/5/2019 15:00,"4,90",51,"1.281,64"
3/5/2019 16:00,"5,10",21,"859,47"
3/5/2019 17:00,"5,06",40,"1.544,75"
3/5/2019 18:00,"4,92",45,"1.355,93"
3/5/2019 19:00,"4,85",43,"1.021,18"
3/5/2019 20:00,"4,58",33,"1.433,44"
3/5/2019 21:00,"5,47",32,"2.363,04"
3/5/2019 22:00,"4,53",49,"1.444,94"
3/5/2019 23:00,"4,27",66,"1.807,44"
4/5/2019 0:00,"4,90",89,"664,89"
4/5/2019 1:00,"5,98",93,"1.743,57"
4/5/2019 2:00,"5,02",87,"1.246,43"
4/5/2019 3:00,"5,86",88,"1.164,58"
4/5/2019 4:00,"5,89",82,"2.365,67"
4/5/2019 5:00,"5,04",89,"453,32"
4/5/2019 6:00,"5,11",87,"1.896,60"
4/5/2019 7:00,"4,84",82,"1.172,50"
4/5/2019 8:00,"3,09",65,"57,05"
4/5/2019 9:00,"3,17",67,"0,05"
4/5/2019 10:00,"3,10",76,"8,53"
4/5/2019 11:00,"4,11",72,"25,05"
4/5/2019 12:00,"4,26",96,"21,32"
4/5/2019 13:00,"3,72",75,"24,49"
4/5/2019 14:00,"4,22",55,"638,79"
4/5/2019 15:00,"5,46",37,"2.162,26"
4/5/2019 16:00,"6,02",34,"3.115,37"
4/5/2019 17:00,"5,91",41,"3.403,21"
4/5/2019 18:00,"6,44",40,"3.513,18"
4/5/2019 19:00,"6,08",52,"3.320,38"
4/5/2019 20:00,"6,80",72,"4.578,33"
4/5/2019 21:00,"9,32",90,"6.395,13"
4/5/2019 22:00,"10,61",84,"9.004,84"
4/5/2019 23:00,"10,89",86,"9.588,55"
5/5/2019 0:00,"10,45",88,"9.462,85"
5/5/2019 1:00,"10,79",90,"9.023,92"
5/5/2019 2:00,"10,96",89,"9.398,17"
5/5/2019 3:00,"10,73",93,"9.548,50"
5/5/2019 4:00,"11,13",91,"10.974,93"
5/5/2019 5:00,"10,54",93,"10.046,42"
5/5/2019 6:00,"9,49",95,"8.808,56"
5/5/2019 7:00,"8,78",97,"7.550,96"
5/5/2019 8:00,"8,45",100,"5.122,91"
5/5/2019 9:00,"8,75",98,"5.281,89"
5/5/2019 10:00,"8,03",96,"3.748,73"
5/5/2019 11:00,"7,95",102,"3.353,39"
5/5/2019 12:00,"7,58",100,"2.886,14"
5/5/2019 13:00,"6,71",109,"1.535,93"
5/5/2019 14:00,"5,63",103,"719,74"
5/5/2019 15:00,"4,17",103,"19,01"
5/5/2019 16:00,"4,11",91,"11,32"
5/5/2019 17:00,"4,34",81,"293,95"
5/5/2019 18:00,"3,95",77,"90,10"
5/5/2019 19:00,"4,13",94,"0,29"
5/5/2019 20:00,"4,60",114,"274,38"
5/5/2019 21:00,"4,56",117,"690,30"
5/5/2019 22:00,"4,45",126,"800,50"
5/5/2019 23:00,"4,46",133,"761,98"
6/5/2019 0:00,"3,43",129,"49,85"
6/5/2019 1:00,"4,07",136,"30,89"
6/5/2019 2:00,"4,28",136,"514,18"
6/5/2019 3:00,"4,44",152,"842,95"
6/5/2019 4:00,"5,49",212,"1.304,59"
6/5/2019 5:00,"4,56",221,"384,94"
6/5/2019 6:00,"5,22",231,"1.026,26"
6/5/2019 7:00,"5,95",224,"715,87"
6/5/2019 8:00,"4,97",233,"444,86"
6/5/2019 9:00,"4,95",233,"197,56"
6/5/2019 10:00,"5,43",237,"674,16"
6/5/2019 11:00,"5,63",219,"583,10"
6/5/2019 12:00,"6,04",219,"1.268,06"
6/5/2019 13:00,"5,34",230,"831,58"
6/5/2019 14:00,"4,75",246,"889,19"
6/5/2019 15:00,"4,54",244,"919,08"
6/5/2019 16:00,"4,30",257,"720,43"
6/5/2019 17:00,"3,52",260,"123,60"
6/5/2019 18:00,"3,47",267,"112,04"
6/5/2019 19:00,"3,08",256,"123,07"
6/5/2019 20:00,"2,22",267,"197,42"
6/5/2019 21:00,"4,41",241,"425,50"
6/5/2019 22:00,"3,38",174,"137,66"
6/5/2019 23:00,"4,16",177,"306,61"
7/5/2019 0:00,"6,47",201,"1.843,63"
7/5/2019 1:00,"6,81",215,"2.607,18"
7/5/2019 2:00,"7,34",219,"3.823,38"
7/5/2019 3:00,"7,01",205,"2.419,44"
7/5/2019 4:00,"7,91",203,"3.040,71"
7/5/2019 5:00,"9,09",217,"5.483,80"
7/5/2019 6:00,"9,05",214,"5.063,95"
7/5/2019 7:00,"7,65",204,"2.424,37"
7/5/2019 8:00,"9,32",202,"5.321,53"
7/5/2019 9:00,"9,95",203,"6.474,11"
7/5/2019 10:00,"10,66",207,"7.784,25"
7/5/2019 11:00,"11,18",200,"8.450,88"
7/5/2019 12:00,"9,41",199,"5.693,13"
7/5/2019 13:00,"9,46",191,"5.014,65"
7/5/2019 14:00,"10,45",203,"7.627,54"
7/5/2019 15:00,"12,40",200,"10.084,36"
7/5/2019 16:00,"13,43",197,"10.123,32"
7/5/2019 17:00,"11,98",203,"9.720,27"
7/5/2019 18:00,"13,15",205,"11.161,36"
7/5/2019 19:00,"15,60",208,"13.495,22"
7/5/2019 20:00,"14,99",201,"12.550,35"
7/5/2019 21:00,"15,62",190,"12.277,91"
7/5/2019 22:00,"16,14",188,"12.288,93"
7/5/2019 23:00,"15,30",192,"12.242,40"
8/5/2019 0:00,"16,94",199,"13.873,99"
8/5/2019 1:00,"13,70",228,"12.111,41"
8/5/2019 2:00,"10,80",258,"13.253,90"
8/5/2019 3:00,"12,12",246,"12.491,24"
8/5/2019 4:00,"13,51",234,"12.533,14"
8/5/2019 5:00,"14,57",229,"13.478,09"
8/5/2019 6:00,"15,50",230,"14.268,35"
8/5/2019 7:00,"13,56",221,"12.560,79"
8/5/2019 8:00,"14,07",219,"13.017,93"
8/5/2019 9:00,"13,86",237,"13.918,12"
8/5/2019 10:00,"16,94",232,"15.024,45"
8/5/2019 11:00,"18,01",228,"13.904,50"
8/5/2019 12:00,"19,68",237,"14.548,78"
8/5/2019 13:00,"19,43",233,"14.191,51"
8/5/2019 14:00,"20,64",232,"14.829,65"
8/5/2019 15:00,"21,08",242,"13.038,34"
8/5/2019 16:00,"18,94",240,"14.193,59"
8/5/2019 17:00,"17,31",241,"15.328,31"
8/5/2019 18:00,"15,15",247,"14.564,75"
8/5/2019 19:00,"15,96",244,"14.746,03"
8/5/2019 20:00,"13,40",240,"11.160,76"
8/5/2019 21:00,"12,73",237,"11.276,65"
8/5/2019 22:00,"11,81",235,"10.658,07"
8/5/2019 23:00,"10,38",235,"8.343,10"
9/5/2019 0:00,"10,63",225,"8.333,84"
9/5/2019 1:00,"10,45",224,"8.348,70"
9/5/2019 2:00,"10,70",226,"8.374,11"
9/5/2019 3:00,"9,67",226,"7.002,14"
9/5/2019 4:00,"9,96",224,"7.361,14"
9/5/2019 5:00,"8,33",209,"4.432,50"
9/5/2019 6:00,"8,26",200,"4.152,41"
9/5/2019 7:00,"8,58",194,"3.288,09"
9/5/2019 8:00,"9,73",195,"4.783,61"
9/5/2019 9:00,"9,37",193,"4.149,68"
9/5/2019 10:00,"6,81",182,"1.788,20"
9/5/2019 11:00,"4,53",151,"493,60"
9/5/2019 12:00,"4,36",129,"364,82"
9/5/2019 13:00,"5,27",129,"570,89"
9/5/2019 14:00,"5,28",145,"1.484,70"
9/5/2019 15:00,"8,28",202,"4.933,09"
9/5/2019 16:00,"9,71",234,"7.109,19"
9/5/2019 17:00,"12,39",232,"11.043,03"
9/5/2019 18:00,"12,98",234,"12.382,05"
9/5/2019 19:00,"14,33",237,"13.889,61"
9/5/2019 20:00,"13,62",238,"13.333,66"
9/5/2019 21:00,"12,30",234,"10.366,83"
9/5/2019 22:00,"11,10",218,"7.996,92"
9/5/2019 23:00,"12,17",222,"9.513,46"
10/5/2019 0:00,"12,36",227,"9.589,04"
10/5/2019 1:00,"13,00",227,"10.880,81"
10/5/2019 2:00,"9,58",227,"7.082,69"
10/5/2019 3:00,"9,49",222,"5.442,09"
10/5/2019 4:00,"10,57",215,"7.553,40"
10/5/2019 5:00,"10,22",212,"7.715,66"
10/5/2019 6:00,"10,20",204,"6.295,27"
10/5/2019 7:00,"8,54",202,"5.140,06"
10/5/2019 8:00,"10,12",193,"6.130,71"
10/5/2019 9:00,"10,75",199,"7.268,94"
10/5/2019 10:00,"10,79",208,"7.805,71"
10/5/2019 11:00,"10,10",217,"7.535,33"
10/5/2019 12:00,"10,77",220,"8.751,16"
10/5/2019 13:00,"11,14",224,"8.854,82"
10/5/2019 14:00,"11,93",223,"10.051,72"
10/5/2019 15:00,"10,72",236,"8.678,07"
10/5/2019 16:00,"4,43",269,"3.416,03"
10/5/2019 17:00,"4,83",282,"1.866,29"
10/5/2019 18:00,"5,31",281,"3.212,28"
10/5/2019 19:00,"4,87",270,"3.338,65"
10/5/2019 20:00,"4,61",274,"2.382,54"
10/5/2019 21:00,"2,69",267,"1.397,47"
10/5/2019 22:00,"3,17",273,"1.829,06"
10/5/2019 23:00,"2,29",264,"518,41"
11/5/2019 0:00,"1,62",265,"452,24"
11/5/2019 1:00,"2,35",271,"767,42"
11/5/2019 2:00,"3,55",277,"1.414,74"
11/5/2019 3:00,"2,12",271,"1.213,88"
11/5/2019 4:00,"3,03",277,"936,53"
11/5/2019 5:00,"5,67",290,"1.325,90"
11/5/2019 6:00,"4,77",293,"502,55"
11/5/2019 7:00,"3,31",290,"1,63"
11/5/2019 8:00,"2,62",305,"0,00"
11/5/2019 9:00,"2,22",332,"0,00"
11/5/2019 10:00,"1,70",313,"0,00"
11/5/2019 11:00,"2,23",27,"0,00"
11/5/2019 12:00,"1,92",26,"0,00"
11/5/2019 13:00,"2,70",18,"0,87"
11/5/2019 14:00,"3,15",12,"0,25"
11/5/2019 15:00,"3,02",14,"0,24"
11/5/2019 16:00,"4,14",80,"467,00"
11/5/2019 17:00,"4,19",47,"858,26"
11/5/2019 18:00,"4,31",33,"910,88"
11/5/2019 19:00,"4,75",42,"1.447,34"
11/5/2019 20:00,"4,22",72,"1.108,20"
11/5/2019 21:00,"6,20",99,"1.698,88"
11/5/2019 22:00,"7,85",98,"4.618,75"
11/5/2019 23:00,"8,96",97,"6.574,32"
12/5/2019 0:00,"9,67",94,"7.946,02"
12/5/2019 1:00,"8,83",91,"9.242,66"
12/5/2019 2:00,"8,31",90,"8.845,25"
12/5/2019 3:00,"7,51",107,"6.044,84"
12/5/2019 4:00,"8,42",109,"8.784,99"
12/5/2019 5:00,"8,49",107,"8.440,77"
12/5/2019 6:00,"8,81",109,"7.884,30"
12/5/2019 7:00,"7,77",104,"6.562,54"
12/5/2019 8:00,"8,52",103,"7.104,60"
12/5/2019 9:00,"8,32",101,"5.168,07"
12/5/2019 10:00,"8,94",102,"5.564,95"
12/5/2019 11:00,"8,62",103,"5.580,14"
12/5/2019 12:00,"8,11",100,"4.643,48"
12/5/2019 13:00,"7,42",92,"3.306,53"
12/5/2019 14:00,"6,24",91,"1.811,39"
12/5/2019 15:00,"6,30",91,"1.567,66"
